accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0001493152-23-023364,0001401914,"Dare Bioscience, Inc.",2023-07-05,2023-07-05T08:05:17-04:00,False,"1.01,7.01,8.01,9.01",OTHER
0001493152-23-020081,0001401914,"Dare Bioscience, Inc.",2023-06-05,2023-06-05T08:05:32-04:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-23-007352,0001401914,"Dare Bioscience, Inc.",2023-03-13,2023-03-13T08:20:35-04:00,False,"8.01,9.01",NO_TEXT
0001493152-23-003634,0001401914,"Dare Bioscience, Inc.",2023-02-06,2023-02-06T08:00:43-05:00,False,"8.01,9.01","INVALID:I appreciate your request, but I need to"
0001493152-23-002389,0001401914,"Dare Bioscience, Inc.",2023-01-25,2023-01-25T08:00:26-05:00,False,8.01,OTHER
0001493152-23-000904,0001401914,"Dare Bioscience, Inc.",2023-01-09,2023-01-09T08:05:44-05:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-22-035118,0001401914,"Dare Bioscience, Inc.",2022-12-12,2022-12-12T08:05:18-05:00,False,"7.01,8.01,9.01",OTHER
0001493152-22-034410,0001401914,"Dare Bioscience, Inc.",2022-12-05,2022-12-05T07:45:20-05:00,False,8.01,OTHER
0001493152-22-031629,0001401914,"Dare Bioscience, Inc.",2022-11-14,2022-11-14T08:05:35-05:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-22-028519,0001401914,"Dare Bioscience, Inc.",2022-10-17,2022-10-17T08:05:49-04:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-22-028049,0001401914,"Dare Bioscience, Inc.",2022-10-11,2022-10-11T09:00:17-04:00,False,"7.01,8.01,9.01",REGULATORY
0001401914-22-000079,0001401914,"Dare Bioscience, Inc.",2022-09-12,2022-09-09T17:44:14-04:00,True,"8.01,9.01",PRESENTATION
0001493152-22-024228,0001401914,"Dare Bioscience, Inc.",2022-08-29,2022-08-29T08:05:32-04:00,False,"7.01,8.01,9.01",CLINICAL
0001493152-22-020205,0001401914,"Dare Bioscience, Inc.",2022-07-25,2022-07-25T09:00:54-04:00,False,"8.01,9.01",NO_TEXT
0001493152-22-018820,0001401914,"Dare Bioscience, Inc.",2022-07-07,2022-07-07T17:00:35-04:00,True,8.01,OTHER
0001401914-22-000054,0001401914,"Dare Bioscience, Inc.",2022-05-23,2022-05-20T17:37:03-04:00,True,"8.01,9.01",PRESENTATION
0001401914-22-000015,0001401914,"Dare Bioscience, Inc.",2022-03-07,2022-03-04T17:40:25-05:00,True,"8.01,9.01",PRESENTATION
0001401914-22-000012,0001401914,"Dare Bioscience, Inc.",2022-02-14,2022-02-11T17:40:49-05:00,True,"8.01,9.01",PRESENTATION
0001401914-22-000003,0001401914,"Dare Bioscience, Inc.",2022-01-10,2022-01-07T17:38:12-05:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000144,0001401914,"Dare Bioscience, Inc.",2021-12-08,2021-12-08T16:05:09-05:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000140,0001401914,"Dare Bioscience, Inc.",2021-12-07,2021-12-07T16:16:55-05:00,True,8.01,REGULATORY
0001401914-21-000125,0001401914,"Dare Bioscience, Inc.",2021-09-30,2021-09-29T17:46:54-04:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000122,0001401914,"Dare Bioscience, Inc.",2021-09-09,2021-09-08T18:23:40-04:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000114,0001401914,"Dare Bioscience, Inc.",2021-08-09,2021-08-09T08:07:49-04:00,False,"7.01,8.01,9.01",REGULATORY
0001401914-21-000106,0001401914,"Dare Bioscience, Inc.",2021-06-30,2021-06-29T17:41:18-04:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000085,0001401914,"Dare Bioscience, Inc.",2021-05-17,2021-05-17T16:10:39-04:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000061,0001401914,"Dare Bioscience, Inc.",2021-04-08,2021-04-08T16:03:52-04:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000030,0001401914,"Dare Bioscience, Inc.",2021-03-08,2021-03-08T16:45:25-05:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000026,0001401914,"Dare Bioscience, Inc.",2021-02-16,2021-02-12T17:33:38-05:00,True,"8.01,9.01",PRESENTATION
0001401914-21-000017,0001401914,"Dare Bioscience, Inc.",2021-01-11,2021-01-11T07:45:40-05:00,False,"8.01,9.01",PRESENTATION
0001401914-20-000126,0001401914,"Dare Bioscience, Inc.",2020-12-09,2020-12-09T16:03:07-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000124,0001401914,"Dare Bioscience, Inc.",2020-12-07,2020-12-07T08:09:06-05:00,False,"7.01,8.01,9.01",CLINICAL
0001401914-20-000122,0001401914,"Dare Bioscience, Inc.",2020-11-18,2020-11-18T16:04:16-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000114,0001401914,"Dare Bioscience, Inc.",2020-10-06,2020-10-06T16:06:09-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000109,0001401914,"Dare Bioscience, Inc.",2020-09-09,2020-09-09T16:03:44-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000081,0001401914,"Dare Bioscience, Inc.",2020-06-08,2020-06-05T17:52:37-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000054,0001401914,"Dare Bioscience, Inc.",2020-04-27,2020-04-24T18:36:04-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000038,0001401914,"Dare Bioscience, Inc.",2020-03-16,2020-03-16T16:10:36-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000022,0001401914,"Dare Bioscience, Inc.",2020-02-10,2020-02-10T16:03:11-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000020,0001401914,"Dare Bioscience, Inc.",2020-02-06,2020-02-06T08:52:49-05:00,False,"8.01,9.01",OTHER
0001401914-20-000018,0001401914,"Dare Bioscience, Inc.",2020-02-05,2020-02-04T18:08:33-05:00,True,8.01,OTHER
0001401914-20-000012,0001401914,"Dare Bioscience, Inc.",2020-01-30,2020-01-30T08:54:36-05:00,False,"8.01,9.01",OTHER
0001401914-20-000003,0001401914,"Dare Bioscience, Inc.",2020-01-09,2020-01-08T17:39:53-05:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000086,0001401914,"Dare Bioscience, Inc.",2019-10-02,2019-10-02T16:04:28-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000084,0001401914,"Dare Bioscience, Inc.",2019-09-09,2019-09-06T17:59:45-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000074,0001401914,"Dare Bioscience, Inc.",2019-07-22,2019-07-22T17:15:14-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000058,0001401914,"Dare Bioscience, Inc.",2019-06-03,2019-06-03T16:06:32-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000050,0001401914,"Dare Bioscience, Inc.",2019-05-20,2019-05-20T16:20:06-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000034,0001401914,"Dare Bioscience, Inc.",2019-04-22,2019-04-22T16:03:17-04:00,True,8.01,OTHER
0001401914-19-000032,0001401914,"Dare Bioscience, Inc.",2019-04-12,2019-04-12T16:05:33-04:00,True,8.01,OTHER
0001401914-19-000029,0001401914,"Dare Bioscience, Inc.",2019-04-11,2019-04-11T16:25:38-04:00,True,8.01,OTHER
0001401914-19-000023,0001401914,"Dare Bioscience, Inc.",2019-04-09,2019-04-09T08:50:06-04:00,False,"1.01,8.01,9.01",OTHER
0001401914-19-000017,0001401914,"Dare Bioscience, Inc.",2019-04-01,2019-04-01T16:47:25-04:00,True,"8.01,9.01",OTHER
0001401914-19-000008,0001401914,"Dare Bioscience, Inc.",2019-03-05,2019-03-05T08:45:39-05:00,False,"8.01,9.01",PRESENTATION
0001401914-19-000006,0001401914,"Dare Bioscience, Inc.",2019-02-11,2019-02-11T16:09:20-05:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000003,0001401914,"Dare Bioscience, Inc.",2019-02-05,2019-02-05T11:04:10-05:00,False,"8.01,9.01",PRESENTATION
0001564590-19-000281,0001401914,"Dare Bioscience, Inc.",2019-01-07,2019-01-07T08:00:55-05:00,False,"8.01,9.01",PRESENTATION
0001140361-25-035286,0001411690,"Bionano Genomics, Inc.",2025-09-18,2025-09-17T18:02:26-04:00,True,"1.01,8.01,9.01",OTHER
0001140361-25-000296,0001411690,"Bionano Genomics, Inc.",2025-01-06,2025-01-06T07:10:36-05:00,False,"1.01,7.01,8.01,9.01",OTHER
0001140361-24-044715,0001411690,"Bionano Genomics, Inc.",2024-10-31,2024-10-31T08:50:00-04:00,False,"1.01,7.01,8.01,9.01",OTHER
0001140361-24-032559,0001411690,"Bionano Genomics, Inc.",2024-07-08,2024-07-08T06:16:32-04:00,False,"1.01,3.02,7.01,8.01,9.01",OTHER
0001140361-24-027553,0001411690,"Bionano Genomics, Inc.",2024-05-28,2024-05-28T08:15:32-04:00,False,"1.01,1.02,2.03,3.02,7.01,8.01,9.01",OTHER
0001140361-24-018645,0001411690,"Bionano Genomics, Inc.",2024-04-08,2024-04-08T16:56:24-04:00,True,"8.01,9.01",OTHER
0001140361-23-011289,0001411690,"Bionano Genomics, Inc.",2023-03-13,2023-03-13T07:30:40-04:00,False,8.01,OTHER
0001140361-23-004345,0001411690,"Bionano Genomics, Inc.",2023-02-03,2023-02-03T08:30:28-05:00,False,"2.02,8.01",OTHER
0001140361-22-043393,0001411690,"Bionano Genomics, Inc.",2022-11-29,2022-11-29T08:00:32-05:00,False,"8.01,9.01",PRESENTATION
0001140361-22-043313,0001411690,"Bionano Genomics, Inc.",2022-11-28,2022-11-28T17:02:16-05:00,True,"1.01,7.01,8.01,9.01",OTHER
0001411690-21-000029,0001411690,"Bionano Genomics, Inc.",2021-11-04,2021-11-04T16:05:05-04:00,True,"2.02,8.01,9.01",OTHER
0001140361-21-034291,0001411690,"Bionano Genomics, Inc.",2021-10-12,2021-10-12T08:05:44-04:00,False,"1.01,3.02,7.01,8.01,9.01",OTHER
0001411690-21-000022,0001411690,"Bionano Genomics, Inc.",2021-08-04,2021-08-04T16:02:39-04:00,True,"2.02,8.01,9.01",OTHER
0001411690-21-000012,0001411690,"Bionano Genomics, Inc.",2021-05-13,2021-05-13T16:01:07-04:00,True,"2.02,8.01,9.01",OTHER
0001140361-21-009777,0001411690,"Bionano Genomics, Inc.",2021-03-24,2021-03-24T16:11:37-04:00,True,"8.01,9.01",OTHER
0001411690-21-000002,0001411690,"Bionano Genomics, Inc.",2021-03-23,2021-03-23T16:04:46-04:00,True,"2.02,8.01,9.01",OTHER
0001140361-21-001667,0001411690,"Bionano Genomics, Inc.",2021-01-21,2021-01-21T06:06:21-05:00,False,"8.01,9.01",OTHER
0001140361-21-001495,0001411690,"Bionano Genomics, Inc.",2021-01-20,2021-01-19T17:59:42-05:00,True,"2.02,8.01",OTHER
0001140361-21-000749,0001411690,"Bionano Genomics, Inc.",2021-01-11,2021-01-11T08:37:55-05:00,False,"8.01,9.01",OTHER
0001140361-21-000504,0001411690,"Bionano Genomics, Inc.",2021-01-07,2021-01-07T16:41:03-05:00,True,"2.02,8.01,9.01",OTHER
0001140361-21-000003,0001411690,"Bionano Genomics, Inc.",2021-01-04,2021-01-04T06:03:16-05:00,False,8.01,OTHER
0001140361-20-019070,0001411690,"Bionano Genomics, Inc.",2020-08-26,2020-08-26T08:05:59-04:00,False,"5.02,8.01,9.01",OTHER
0001140361-20-018910,0001411690,"Bionano Genomics, Inc.",2020-08-24,2020-08-24T07:35:16-04:00,False,"1.01,2.01,2.02,2.03,3.02,8.01,9.01",OTHER
0001140361-20-018395,0001411690,"Bionano Genomics, Inc.",2020-08-14,2020-08-14T06:28:59-04:00,False,"8.01,9.01",OTHER
0001140361-20-011663,0001411690,"Bionano Genomics, Inc.",2020-05-14,2020-05-14T17:28:20-04:00,True,"2.02,8.01,9.01",OTHER
0001140361-20-008106,0001411690,"Bionano Genomics, Inc.",2020-04-06,2020-04-06T16:00:35-04:00,True,8.01,OTHER
0001140361-20-001848,0001411690,"Bionano Genomics, Inc.",2020-01-30,2020-01-30T16:05:16-05:00,True,8.01,OTHER
0001140361-19-018941,0001411690,"Bionano Genomics, Inc.",2019-10-23,2019-10-23T16:56:59-04:00,True,8.01,OTHER
0001140361-19-016942,0001411690,"Bionano Genomics, Inc.",2019-09-19,2019-09-19T06:04:17-04:00,False,8.01,OTHER
0001193125-19-017154,0001411690,"Bionano Genomics, Inc.",2019-01-25,2019-01-25T16:32:35-05:00,True,"3.03,8.01",OTHER
0001372514-24-000099,0001372514,KIORA PHARMACEUTICALS INC,2024-07-30,2024-07-30T07:02:02-04:00,False,"8.01,9.01",REGULATORY
0001372514-24-000068,0001372514,KIORA PHARMACEUTICALS INC,2024-07-01,2024-07-01T07:00:32-04:00,False,"5.02,7.01,8.01,9.01",OTHER
0001372514-24-000057,0001372514,KIORA PHARMACEUTICALS INC,2024-06-07,2024-06-07T07:02:21-04:00,False,"3.03,5.03,8.01,9.01",OTHER
0001372514-23-000129,0001372514,KIORA PHARMACEUTICALS INC,2023-09-21,2023-09-21T07:00:27-04:00,False,"5.02,8.01,9.01",OTHER
0001372514-23-000125,0001372514,KIORA PHARMACEUTICALS INC,2023-09-01,2023-09-01T07:00:16-04:00,False,"8.01,9.01",OTHER
0001372514-23-000101,0001372514,KIORA PHARMACEUTICALS INC,2023-06-15,2023-06-15T16:59:00-04:00,True,"1.01,8.01,9.01",OTHER
0001372514-23-000097,0001372514,KIORA PHARMACEUTICALS INC,2023-06-06,2023-06-06T16:52:21-04:00,True,"1.01,5.03,8.01,9.01",OTHER
0001372514-23-000057,0001372514,KIORA PHARMACEUTICALS INC,2023-04-27,2023-04-27T14:55:53-04:00,False,"8.01,9.01",CLINICAL
0001372514-23-000010,0001372514,KIORA PHARMACEUTICALS INC,2023-02-07,2023-02-07T07:01:56-05:00,False,"8.01,9.01",REGULATORY
0001372514-23-000008,0001372514,KIORA PHARMACEUTICALS INC,2023-02-03,2023-02-03T07:01:58-05:00,False,"1.01,3.02,8.01,9.01",OTHER
0001104659-23-000363,0001372514,KIORA PHARMACEUTICALS INC,2023-01-03,2023-01-03T16:31:06-05:00,True,8.01,OTHER
0001104659-22-120486,0001372514,KIORA PHARMACEUTICALS INC,2022-11-21,2022-11-21T07:00:23-05:00,False,"1.01,3.02,3.03,8.01,9.01",OTHER
0001104659-22-108263,0001372514,KIORA PHARMACEUTICALS INC,2022-10-13,2022-10-13T06:45:24-04:00,False,"8.01,9.01",OTHER
0001104659-22-102816,0001372514,KIORA PHARMACEUTICALS INC,2022-09-26,2022-09-26T06:45:56-04:00,False,"3.03,5.03,8.01,9.01",OTHER
0001104659-22-100852,0001372514,KIORA PHARMACEUTICALS INC,2022-09-16,2022-09-16T16:30:33-04:00,True,"5.02,5.07,8.01,9.01",OTHER
0001104659-22-082802,0001372514,KIORA PHARMACEUTICALS INC,2022-07-26,2022-07-26T16:31:04-04:00,True,"1.01,5.03,8.01,9.01",OTHER
0001104659-21-149386,0001372514,KIORA PHARMACEUTICALS INC,2021-12-14,2021-12-14T07:02:29-05:00,False,"8.01,9.01",CLINICAL
0001104659-21-135333,0001372514,KIORA PHARMACEUTICALS INC,2021-11-08,2021-11-08T07:32:56-05:00,False,"5.03,8.01,9.01",PRESENTATION
0001104659-21-102512,0001372514,KIORA PHARMACEUTICALS INC,2021-08-10,2021-08-10T06:55:46-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001104659-21-009669,0001372514,KIORA PHARMACEUTICALS INC,2021-02-01,2021-02-01T06:55:17-05:00,False,"5.02,8.01,9.01",OTHER
0001104659-21-001243,0001372514,KIORA PHARMACEUTICALS INC,2021-01-06,2021-01-06T06:55:07-05:00,False,"1.01,3.02,8.01,9.01",OTHER
0001104659-20-137679,0001372514,KIORA PHARMACEUTICALS INC,2020-12-21,2020-12-21T06:55:40-05:00,False,"1.01,2.01,3.02,5.03,8.01,9.01",OTHER
0001104659-20-040798,0001372514,KIORA PHARMACEUTICALS INC,2020-03-31,2020-03-31T06:55:34-04:00,False,"8.01,9.01",CLINICAL
0001104659-19-077311,0001372514,KIORA PHARMACEUTICALS INC,2019-12-31,2019-12-31T16:05:34-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001104659-19-073250,0001372514,KIORA PHARMACEUTICALS INC,2019-12-17,2019-12-17T08:41:46-05:00,False,"8.01,9.01",CLINICAL
0001104659-19-068757,0001372514,KIORA PHARMACEUTICALS INC,2019-12-02,2019-12-02T06:55:21-05:00,False,"8.01,9.01",CLINICAL
0001104659-19-066395,0001372514,KIORA PHARMACEUTICALS INC,2019-11-22,2019-11-22T06:55:24-05:00,False,"8.01,9.01",CLINICAL
0001144204-19-046375,0001372514,KIORA PHARMACEUTICALS INC,2019-09-30,2019-09-30T06:55:40-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001144204-19-045543,0001372514,KIORA PHARMACEUTICALS INC,2019-09-23,2019-09-23T06:57:20-04:00,False,"8.01,9.01",OTHER
0001144204-19-042362,0001372514,KIORA PHARMACEUTICALS INC,2019-08-29,2019-08-29T12:45:16-04:00,False,"3.03,5.03,8.01,9.01",OTHER
0001144204-19-025771,0001372514,KIORA PHARMACEUTICALS INC,2019-05-14,2019-05-14T06:55:54-04:00,False,"8.01,9.01",OTHER
0001516551-24-000093,0001516551,"Skye Bioscience, Inc.",2024-10-29,2024-10-29T17:25:22-04:00,True,"5.02,8.01,9.01",OTHER
0001516551-24-000059,0001516551,"Skye Bioscience, Inc.",2024-06-10,2024-06-10T09:27:39-04:00,False,"8.01,9.01",CLINICAL
0001516551-24-000034,0001516551,"Skye Bioscience, Inc.",2024-03-04,2024-03-04T16:23:48-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-24-000008,0001516551,"Skye Bioscience, Inc.",2024-02-12,2024-02-12T16:18:20-05:00,True,"8.01,9.01",OTHER
0001516551-24-000002,0001516551,"Skye Bioscience, Inc.",2024-01-29,2024-01-29T08:02:44-05:00,False,"1.01,3.02,7.01,8.01,9.01",OTHER
0001516551-23-000079,0001516551,"Skye Bioscience, Inc.",2023-10-03,2023-10-03T16:34:25-04:00,True,"5.02,8.01,9.01",OTHER
0001516551-23-000020,0001516551,"Skye Bioscience, Inc.",2023-02-16,2023-02-16T17:16:29-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-23-000018,0001516551,"Skye Bioscience, Inc.",2023-02-15,2023-02-15T16:26:04-05:00,True,"1.01,2.01,8.01,9.01",OTHER
0001516551-22-000010,0001516551,"Skye Bioscience, Inc.",2022-05-12,2022-05-12T09:08:42-04:00,False,"1.01,3.02,5.02,8.01,9.01",OTHER
0001516551-21-000031,0001516551,"Skye Bioscience, Inc.",2021-12-20,2021-12-20T17:25:25-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-21-000017,0001516551,"Skye Bioscience, Inc.",2021-10-15,2021-10-15T17:05:10-04:00,True,"1.01,8.01,9.01",OTHER
0001516551-21-000015,0001516551,"Skye Bioscience, Inc.",2021-10-06,2021-10-05T20:43:42-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-21-002419,0001516551,"Skye Bioscience, Inc.",2021-09-28,2021-09-28T08:45:42-04:00,False,"1.01,8.01,9.01",OTHER
0001628280-21-018623,0001516551,"Skye Bioscience, Inc.",2021-09-15,2021-09-14T20:08:06-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-21-001671,0001516551,"Skye Bioscience, Inc.",2021-07-26,2021-07-26T12:40:36-04:00,False,"5.02,8.01,9.01",OTHER
0001640334-21-000128,0001516551,"Skye Bioscience, Inc.",2021-01-19,2021-01-19T10:57:38-05:00,False,"5.03,8.01,9.01",NO_TEXT
0001640334-20-002056,0001516551,"Skye Bioscience, Inc.",2020-08-12,2020-08-12T16:41:53-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-20-001960,0001516551,"Skye Bioscience, Inc.",2020-08-05,2020-08-04T20:00:01-04:00,True,"1.01,8.01,9.01",OTHER
0001640334-19-002653,0001516551,"Skye Bioscience, Inc.",2019-12-23,2019-12-20T20:10:43-05:00,True,"1.01,1.02,5.02,8.01,9.01",OTHER
0001640334-19-002436,0001516551,"Skye Bioscience, Inc.",2019-11-21,2019-11-21T17:21:03-05:00,True,"1.01,8.01,9.01",OTHER
0001640334-19-001741,0001516551,"Skye Bioscience, Inc.",2019-08-23,2019-08-23T07:42:39-04:00,False,8.01,OTHER
0001640334-19-000432,0001516551,"Skye Bioscience, Inc.",2019-03-25,2019-03-25T16:15:53-04:00,True,"5.03,8.01,9.01",OTHER
0001493152-25-023933,0001716947,"Ensysce Biosciences, Inc.",2025-11-17,2025-11-17T17:29:37-05:00,True,"1.01,3.02,5.03,8.01,9.01",OTHER
0001641172-25-006009,0001716947,"Ensysce Biosciences, Inc.",2025-04-24,2025-04-24T16:27:20-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001641172-25-002087,0001716947,"Ensysce Biosciences, Inc.",2025-04-01,2025-04-01T16:30:10-04:00,True,"8.01,9.01",OTHER
0001641172-25-001751,0001716947,"Ensysce Biosciences, Inc.",2025-03-31,2025-03-31T16:20:36-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-034451,0001716947,"Ensysce Biosciences, Inc.",2024-08-30,2024-08-29T20:54:45-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-021456,0001716947,"Ensysce Biosciences, Inc.",2024-05-28,2024-05-28T08:10:33-04:00,False,"8.01,9.01",OTHER
0001493152-24-018482,0001716947,"Ensysce Biosciences, Inc.",2024-05-09,2024-05-09T16:40:37-04:00,True,8.01,OTHER
0001493152-24-006773,0001716947,"Ensysce Biosciences, Inc.",2024-02-14,2024-02-14T17:27:47-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-23-046578,0001716947,"Ensysce Biosciences, Inc.",2023-12-29,2023-12-29T16:15:30-05:00,True,8.01,OTHER
0001493152-23-045413,0001716947,"Ensysce Biosciences, Inc.",2023-12-19,2023-12-19T16:24:52-05:00,True,"8.01,9.01",OTHER
0001493152-23-021113,0001716947,"Ensysce Biosciences, Inc.",2023-06-14,2023-06-13T18:12:03-04:00,True,"8.01,9.01",OTHER
0001493152-23-019987,0001716947,"Ensysce Biosciences, Inc.",2023-06-02,2023-06-02T16:35:35-04:00,True,8.01,OTHER
0001493152-23-017038,0001716947,"Ensysce Biosciences, Inc.",2023-05-15,2023-05-15T11:05:44-04:00,False,"1.01,8.01,9.01",OTHER
0001493152-23-003873,0001716947,"Ensysce Biosciences, Inc.",2023-02-07,2023-02-07T17:14:59-05:00,True,"1.01,3.02,3.03,5.03,8.01,9.01",OTHER
0001493152-23-001811,0001716947,"Ensysce Biosciences, Inc.",2023-01-19,2023-01-18T19:15:53-05:00,True,"8.01,9.01",PRESENTATION
0001493152-22-034836,0001716947,"Ensysce Biosciences, Inc.",2022-12-08,2022-12-08T10:19:59-05:00,False,"1.01,8.01,9.01",OTHER
0001493152-22-031763,0001716947,"Ensysce Biosciences, Inc.",2022-11-14,2022-11-14T12:04:31-05:00,False,"8.01,9.01",REGULATORY
0001493152-22-014090,0001716947,"Ensysce Biosciences, Inc.",2022-05-17,2022-05-17T07:31:38-04:00,False,"8.01,9.01",NO_TEXT
0001493152-22-012251,0001716947,"Ensysce Biosciences, Inc.",2022-05-05,2022-05-05T16:29:27-04:00,True,"7.01,8.01,9.01",CLINICAL
0001493152-21-015806,0001716947,"Ensysce Biosciences, Inc.",2021-07-01,2021-07-01T08:30:41-04:00,False,"7.01,8.01,9.01",OTHER
0001213900-21-005594,0001716947,"Ensysce Biosciences, Inc.",2021-02-01,2021-02-01T08:17:37-05:00,False,"7.01,8.01,9.01",OTHER
0001193125-20-061642,0001716947,"Ensysce Biosciences, Inc.",2020-03-04,2020-03-04T16:21:06-05:00,True,8.01,OTHER
0001193125-20-026122,0001716947,"Ensysce Biosciences, Inc.",2020-02-06,2020-02-06T07:01:33-05:00,False,8.01,OTHER
0001213900-20-000220,0001716947,"Ensysce Biosciences, Inc.",2020-01-06,2020-01-06T08:43:56-05:00,False,"7.01,8.01,9.01",OTHER
0001493152-25-029364,0001853816,"Dermata Therapeutics, Inc.",2025-12-29,2025-12-29T16:05:50-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-25-021255,0001853816,"Dermata Therapeutics, Inc.",2025-11-07,2025-11-07T16:05:49-05:00,True,"8.01,9.01",OTHER
0001493152-25-013815,0001853816,"Dermata Therapeutics, Inc.",2025-09-17,2025-09-17T06:05:11-04:00,False,8.01,CLINICAL
0001493152-25-012952,0001853816,"Dermata Therapeutics, Inc.",2025-09-10,2025-09-10T08:00:53-04:00,False,8.01,OTHER
0001641172-25-025405,0001853816,"Dermata Therapeutics, Inc.",2025-08-25,2025-08-25T17:00:11-04:00,True,8.01,OTHER
0001641172-25-011873,0001853816,"Dermata Therapeutics, Inc.",2025-05-21,2025-05-21T09:00:09-04:00,False,"7.01,8.01",OTHER
0001654954-25-004265,0001853816,"Dermata Therapeutics, Inc.",2025-04-15,2025-04-15T08:30:36-04:00,False,"7.01,8.01,9.01",CLINICAL
0001654954-25-003372,0001853816,"Dermata Therapeutics, Inc.",2025-03-27,2025-03-27T08:00:59-04:00,False,"7.01,8.01,9.01",CLINICAL
0001654954-25-000681,0001853816,"Dermata Therapeutics, Inc.",2025-01-23,2025-01-23T16:16:32-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-24-012031,0001853816,"Dermata Therapeutics, Inc.",2024-09-17,2024-09-17T17:25:17-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-24-009903,0001853816,"Dermata Therapeutics, Inc.",2024-08-02,2024-08-02T17:16:49-04:00,True,"8.01,9.01",OTHER
0001654954-24-007369,0001853816,"Dermata Therapeutics, Inc.",2024-06-05,2024-06-05T09:02:59-04:00,False,8.01,OTHER
0001654954-24-006312,0001853816,"Dermata Therapeutics, Inc.",2024-05-15,2024-05-15T09:00:42-04:00,False,"3.01,8.01",OTHER
0001654954-23-003722,0001853816,"Dermata Therapeutics, Inc.",2023-03-28,2023-03-28T16:06:16-04:00,True,8.01,OTHER
0001654954-22-016569,0001853816,"Dermata Therapeutics, Inc.",2022-12-15,2022-12-15T16:05:40-05:00,True,"3.01,8.01",OTHER
0001654954-22-016099,0001853816,"Dermata Therapeutics, Inc.",2022-12-05,2022-12-05T09:01:47-05:00,False,"7.01,8.01,9.01",CLINICAL
0001654954-22-007063,0001853816,"Dermata Therapeutics, Inc.",2022-05-17,2022-05-17T16:07:49-04:00,True,8.01,OTHER
0001654954-22-005375,0001853816,"Dermata Therapeutics, Inc.",2022-04-25,2022-04-25T16:45:41-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-22-002423,0001853816,"Dermata Therapeutics, Inc.",2022-03-02,2022-03-02T17:25:43-05:00,True,8.01,REGULATORY
0001654954-22-001134,0001853816,"Dermata Therapeutics, Inc.",2022-02-04,2022-02-04T16:46:42-05:00,True,8.01,REGULATORY
0001654954-21-012446,0001853816,"Dermata Therapeutics, Inc.",2021-11-19,2021-11-19T09:06:21-05:00,False,"7.01,8.01",CLINICAL
0001193125-25-337078,0001826892,"BioAtla, Inc.",2025-12-30,2025-12-30T16:05:35-05:00,True,"5.07,8.01",OTHER
0001193125-25-211305,0001826892,"BioAtla, Inc.",2025-09-22,2025-09-22T16:10:07-04:00,True,8.01,OTHER
0000950170-24-061616,0001826892,"BioAtla, Inc.",2024-05-17,2024-05-17T16:05:22-04:00,True,8.01,OTHER
0000950170-24-013807,0001826892,"BioAtla, Inc.",2024-02-12,2024-02-12T16:01:17-05:00,True,8.01,OTHER
